county,precinct,office,district,party,candidate,votes,winner
Washington,,President,,Reform,Pat Buchanan/Ezola Foster,117,
Washington,,President,,Green,Ralph Nader/Winona LaDuke,1027,
Washington,,President,,Constitution,Howard Phillips/J. Curtis Frazier,21,
Washington,,President,,Democratic,Mike K. Brown,0,
Washington,,President,,Republican,Isabell Masters,0,
Washington,,President,,Other Candidates,John Hagelin,5,
Washington,,President,,Unaffiliated,Alonzo Crawford,0,
Washington,,President,,Unaffiliated,Earnest Lee Easton,0,
Washington,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Washington,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Washington,,President,,Unaffiliated,Raj Alison Officewala,0,
Washington,,President,,Unaffiliated,Daniel J. Pearlman,0,
Washington,,President,,Unaffiliated,Jeffrey Peters,0,
Washington,,President,,Unaffiliated,Sylvester J. Pettway,0,
Washington,,President,,Unaffiliated,Joe Schriner,0,
Washington,,President,,Unaffiliated,Michael F. Sterba,0,
Washington,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Washington,,President,,,Other Write-ins,26,
Wicomico,,President,,Democratic,Al Gore/Joe Lieberman,14469,TRUE
Wicomico,,President,,Republican,George W. Bush/Dick Cheney,16338,
Wicomico,,President,,Libertarian,Harry Browne/Art Olivier,63,
Wicomico,,President,,Reform,Pat Buchanan/Ezola Foster,134,
Wicomico,,President,,Green,Ralph Nader/Winona LaDuke,762,
Wicomico,,President,,Constitution,Howard Phillips/J. Curtis Frazier,13,
Wicomico,,President,,Democratic,Mike K. Brown,0,
Wicomico,,President,,Republican,Isabell Masters,0,
Wicomico,,President,,Other Candidates,John Hagelin,0,
Wicomico,,President,,Unaffiliated,Alonzo Crawford,0,
Wicomico,,President,,Unaffiliated,Earnest Lee Easton,0,
Wicomico,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Wicomico,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Wicomico,,President,,Unaffiliated,Raj Alison Officewala,0,
Wicomico,,President,,Unaffiliated,Daniel J. Pearlman,0,
Wicomico,,President,,Unaffiliated,Jeffrey Peters,0,
Wicomico,,President,,Unaffiliated,Sylvester J. Pettway,0,
Wicomico,,President,,Unaffiliated,Joe Schriner,0,
Wicomico,,President,,Unaffiliated,Michael F. Sterba,0,
Wicomico,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Wicomico,,President,,,Other Write-ins,16,
Worcester,,President,,Democratic,Al Gore/Joe Lieberman,9389,TRUE
Worcester,,President,,Republican,George W. Bush/Dick Cheney,10742,
Worcester,,President,,Libertarian,Harry Browne/Art Olivier,39,
Worcester,,President,,Reform,Pat Buchanan/Ezola Foster,76,
Worcester,,President,,Green,Ralph Nader/Winona LaDuke,482,
Worcester,,President,,Constitution,Howard Phillips/J. Curtis Frazier,9,
Worcester,,President,,Democratic,Mike K. Brown,0,
Worcester,,President,,Republican,Isabell Masters,0,
Worcester,,President,,Other Candidates,John Hagelin,0,
Worcester,,President,,Unaffiliated,Alonzo Crawford,0,
Worcester,,President,,Unaffiliated,Earnest Lee Easton,0,
Worcester,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Worcester,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Worcester,,President,,Unaffiliated,Raj Alison Officewala,0,
Worcester,,President,,Unaffiliated,Daniel J. Pearlman,0,
Worcester,,President,,Unaffiliated,Jeffrey Peters,0,
Worcester,,President,,Unaffiliated,Sylvester J. Pettway,0,
Worcester,,President,,Unaffiliated,Joe Schriner,0,
Worcester,,President,,Unaffiliated,Michael F. Sterba,0,
Worcester,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Worcester,,President,,,Other Write-ins,16,
Anne Arundel,,President,,Democratic,Al Gore/Joe Lieberman,52164,
Anne Arundel,,President,,Republican,George W. Bush/Dick Cheney,59265,TRUE
Anne Arundel,,President,,Libertarian,Harry Browne/Art Olivier,344,
Anne Arundel,,President,,Reform,Pat Buchanan/Ezola Foster,235,
Anne Arundel,,President,,Green,Ralph Nader/Winona LaDuke,3283,
Anne Arundel,,President,,Constitution,Howard Phillips/J. Curtis Frazier,59,
Anne Arundel,,President,,Democratic,Mike K. Brown,0,
Anne Arundel,,President,,Republican,Isabell Masters,0,
Anne Arundel,,President,,Other Candidates,John Hagelin,0,
Anne Arundel,,President,,Unaffiliated,Alonzo Crawford,0,
Anne Arundel,,President,,Unaffiliated,Earnest Lee Easton,0,
Anne Arundel,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Anne Arundel,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Anne Arundel,,President,,Unaffiliated,Raj Alison Officewala,0,
Anne Arundel,,President,,Unaffiliated,Daniel J. Pearlman,0,
Anne Arundel,,President,,Unaffiliated,Jeffrey Peters,0,
Anne Arundel,,President,,Unaffiliated,Sylvester J. Pettway,0,
Anne Arundel,,President,,Unaffiliated,Joe Schriner,0,
Anne Arundel,,President,,Unaffiliated,Michael F. Sterba,0,
Anne Arundel,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Anne Arundel,,President,,,Other Write-ins,128,
Baltimore City,,President,,Democratic,Al Gore/Joe Lieberman,1320,
Baltimore City,,President,,Republican,George W. Bush/Dick Cheney,623,TRUE
Baltimore City,,President,,Libertarian,Harry Browne/Art Olivier,14,
Baltimore City,,President,,Reform,Pat Buchanan/Ezola Foster,13,
Baltimore City,,President,,Green,Ralph Nader/Winona LaDuke,58,
Baltimore City,,President,,Constitution,Howard Phillips/J. Curtis Frazier,1,
Baltimore City,,President,,Democratic,Mike K. Brown,0,
Baltimore City,,President,,Republican,Isabell Masters,0,
Baltimore City,,President,,Other Candidates,John Hagelin,0,
Baltimore City,,President,,Unaffiliated,Alonzo Crawford,0,
Baltimore City,,President,,Unaffiliated,Earnest Lee Easton,0,
Baltimore City,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Baltimore City,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Baltimore City,,President,,Unaffiliated,Raj Alison Officewala,0,
Baltimore City,,President,,Unaffiliated,Daniel J. Pearlman,0,
Baltimore City,,President,,Unaffiliated,Jeffrey Peters,0,
Baltimore City,,President,,Unaffiliated,Sylvester J. Pettway,0,
Baltimore City,,President,,Unaffiliated,Joe Schriner,0,
Baltimore City,,President,,Unaffiliated,Michael F. Sterba,0,
Baltimore City,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Baltimore City,,President,,,Other Write-ins,0,
Caroline,,President,,Democratic,Al Gore/Joe Lieberman,3396,
Caroline,,President,,Republican,George W. Bush/Dick Cheney,5300,TRUE
Caroline,,President,,Libertarian,Harry Browne/Art Olivier,20,
Caroline,,President,,Reform,Pat Buchanan/Ezola Foster,31,
Caroline,,President,,Green,Ralph Nader/Winona LaDuke,198,
Caroline,,President,,Constitution,Howard Phillips/J. Curtis Frazier,1,
Caroline,,President,,Democratic,Mike K. Brown,0,
Caroline,,President,,Republican,Isabell Masters,0,
Caroline,,President,,Other Candidates,John Hagelin,1,
Caroline,,President,,Unaffiliated,Alonzo Crawford,0,
Caroline,,President,,Unaffiliated,Earnest Lee Easton,0,
Caroline,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Caroline,,President,,Unaffiliated,Rachelle OneFamily Miller,1,
Caroline,,President,,Unaffiliated,Raj Alison Officewala,0,
Caroline,,President,,Unaffiliated,Daniel J. Pearlman,0,
Caroline,,President,,Unaffiliated,Jeffrey Peters,0,
Caroline,,President,,Unaffiliated,Sylvester J. Pettway,0,
Caroline,,President,,Unaffiliated,Joe Schriner,0,
Caroline,,President,,Unaffiliated,Michael F. Sterba,0,
Caroline,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Caroline,,President,,,Other Write-ins,4,
Cecil,,President,,Democratic,Al Gore/Joe Lieberman,12327,
Cecil,,President,,Republican,George W. Bush/Dick Cheney,15494,TRUE
Cecil,,President,,Libertarian,Harry Browne/Art Olivier,136,
Cecil,,President,,Reform,Pat Buchanan/Ezola Foster,81,
Cecil,,President,,Green,Ralph Nader/Winona LaDuke,794,
Cecil,,President,,Constitution,Howard Phillips/J. Curtis Frazier,31,
Cecil,,President,,Democratic,Mike K. Brown,0,
Cecil,,President,,Republican,Isabell Masters,0,
Cecil,,President,,Other Candidates,John Hagelin,1,
Cecil,,President,,Unaffiliated,Alonzo Crawford,0,
Cecil,,President,,Unaffiliated,Earnest Lee Easton,0,
Cecil,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Cecil,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Cecil,,President,,Unaffiliated,Raj Alison Officewala,0,
Cecil,,President,,Unaffiliated,Daniel J. Pearlman,0,
Cecil,,President,,Unaffiliated,Jeffrey Peters,0,
Cecil,,President,,Unaffiliated,Sylvester J. Pettway,0,
Cecil,,President,,Unaffiliated,Joe Schriner,0,
Cecil,,President,,Unaffiliated,Michael F. Sterba,0,
Cecil,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Cecil,,President,,,Other Write-ins,12,
Dorchester,,President,,Democratic,Al Gore/Joe Lieberman,5232,
Dorchester,,President,,Republican,George W. Bush/Dick Cheney,5847,TRUE
Dorchester,,President,,Libertarian,Harry Browne/Art Olivier,47,
Dorchester,,President,,Reform,Pat Buchanan/Ezola Foster,35,
Dorchester,,President,,Green,Ralph Nader/Winona LaDuke,222,
Dorchester,,President,,Constitution,Howard Phillips/J. Curtis Frazier,9,
Dorchester,,President,,Democratic,Mike K. Brown,0,
Dorchester,,President,,Republican,Isabell Masters,0,
Dorchester,,President,,Other Candidates,John Hagelin,0,
Dorchester,,President,,Unaffiliated,Alonzo Crawford,0,
Dorchester,,President,,Unaffiliated,Earnest Lee Easton,0,
Dorchester,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Dorchester,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Dorchester,,President,,Unaffiliated,Raj Alison Officewala,0,
Dorchester,,President,,Unaffiliated,Daniel J. Pearlman,0,
Dorchester,,President,,Unaffiliated,Jeffrey Peters,0,
Dorchester,,President,,Unaffiliated,Sylvester J. Pettway,0,
Dorchester,,President,,Unaffiliated,Joe Schriner,0,
Dorchester,,President,,Unaffiliated,Michael F. Sterba,0,
Dorchester,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Dorchester,,President,,,Other Write-ins,0,
Kent,,President,,Democratic,Al Gore/Joe Lieberman,3627,
Kent,,President,,Republican,George W. Bush/Dick Cheney,4155,TRUE
Kent,,President,,Libertarian,Harry Browne/Art Olivier,12,
Kent,,President,,Reform,Pat Buchanan/Ezola Foster,16,
Kent,,President,,Green,Ralph Nader/Winona LaDuke,270,
Kent,,President,,Constitution,Howard Phillips/J. Curtis Frazier,2,
Kent,,President,,Democratic,Mike K. Brown,0,
Kent,,President,,Republican,Isabell Masters,0,
Kent,,President,,Other Candidates,John Hagelin,0,
Kent,,President,,Unaffiliated,Alonzo Crawford,0,
Kent,,President,,Unaffiliated,Earnest Lee Easton,0,
Kent,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Kent,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Kent,,President,,Unaffiliated,Raj Alison Officewala,0,
Kent,,President,,Unaffiliated,Daniel J. Pearlman,0,
Kent,,President,,Unaffiliated,Jeffrey Peters,0,
Kent,,President,,Unaffiliated,Sylvester J. Pettway,0,
Kent,,President,,Unaffiliated,Joe Schriner,0,
Kent,,President,,Unaffiliated,Michael F. Sterba,0,
Kent,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Kent,,President,,,Other Write-ins,3,
Queen Anne's,,President,,Democratic,Al Gore/Joe Lieberman,6257,
Queen Anne's,,President,,Republican,George W. Bush/Dick Cheney,9970,TRUE
Queen Anne's,,President,,Libertarian,Harry Browne/Art Olivier,36,
Queen Anne's,,President,,Reform,Pat Buchanan/Ezola Foster,35,
Queen Anne's,,President,,Green,Ralph Nader/Winona LaDuke,446,
Queen Anne's,,President,,Constitution,Howard Phillips/J. Curtis Frazier,6,
Queen Anne's,,President,,Democratic,Mike K. Brown,0,
Queen Anne's,,President,,Republican,Isabell Masters,0,
Queen Anne's,,President,,Other Candidates,John Hagelin,1,
Queen Anne's,,President,,Unaffiliated,Alonzo Crawford,0,
Queen Anne's,,President,,Unaffiliated,Earnest Lee Easton,0,
Queen Anne's,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Queen Anne's,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Queen Anne's,,President,,Unaffiliated,Raj Alison Officewala,0,
Queen Anne's,,President,,Unaffiliated,Daniel J. Pearlman,0,
Queen Anne's,,President,,Unaffiliated,Jeffrey Peters,0,
Queen Anne's,,President,,Unaffiliated,Sylvester J. Pettway,0,
Queen Anne's,,President,,Unaffiliated,Joe Schriner,0,
Queen Anne's,,President,,Unaffiliated,Michael F. Sterba,0,
Queen Anne's,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Queen Anne's,,President,,,Other Write-ins,10,
Somerset,,President,,Democratic,Al Gore/Joe Lieberman,3785,
Somerset,,President,,Republican,George W. Bush/Dick Cheney,3609,TRUE
Somerset,,President,,Libertarian,Harry Browne/Art Olivier,12,
Somerset,,President,,Reform,Pat Buchanan/Ezola Foster,49,
Somerset,,President,,Green,Ralph Nader/Winona LaDuke,142,
Somerset,,President,,Constitution,Howard Phillips/J. Curtis Frazier,6,
Somerset,,President,,Democratic,Mike K. Brown,0,
Somerset,,President,,Republican,Isabell Masters,0,
Somerset,,President,,Other Candidates,John Hagelin,0,
Somerset,,President,,Unaffiliated,Alonzo Crawford,0,
Somerset,,President,,Unaffiliated,Earnest Lee Easton,0,
Somerset,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Somerset,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Somerset,,President,,Unaffiliated,Raj Alison Officewala,0,
Somerset,,President,,Unaffiliated,Daniel J. Pearlman,0,
Somerset,,President,,Unaffiliated,Jeffrey Peters,0,
Somerset,,President,,Unaffiliated,Sylvester J. Pettway,0,
Somerset,,President,,Unaffiliated,Joe Schriner,0,
Somerset,,President,,Unaffiliated,Michael F. Sterba,0,
Somerset,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Somerset,,President,,,Other Write-ins,1,
Talbot,,President,,Democratic,Al Gore/Joe Lieberman,5854,
Talbot,,President,,Republican,George W. Bush/Dick Cheney,8874,TRUE
Talbot,,President,,Libertarian,Harry Browne/Art Olivier,34,
Talbot,,President,,Reform,Pat Buchanan/Ezola Foster,31,
Talbot,,President,,Green,Ralph Nader/Winona LaDuke,424,
Talbot,,President,,Constitution,Howard Phillips/J. Curtis Frazier,5,
Talbot,,President,,Democratic,Mike K. Brown,0,
Talbot,,President,,Republican,Isabell Masters,0,
Talbot,,President,,Other Candidates,John Hagelin,0,
Talbot,,President,,Unaffiliated,Alonzo Crawford,0,
Talbot,,President,,Unaffiliated,Earnest Lee Easton,0,
Talbot,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Talbot,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Talbot,,President,,Unaffiliated,Raj Alison Officewala,0,
Talbot,,President,,Unaffiliated,Daniel J. Pearlman,0,
Talbot,,President,,Unaffiliated,Jeffrey Peters,0,
Talbot,,President,,Unaffiliated,Sylvester J. Pettway,0,
Talbot,,President,,Unaffiliated,Joe Schriner,0,
Talbot,,President,,Unaffiliated,Michael F. Sterba,0,
Talbot,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Talbot,,President,,,Other Write-ins,12,
Wicomico,,President,,Democratic,Al Gore/Joe Lieberman,14469,
Wicomico,,President,,Republican,George W. Bush/Dick Cheney,16338,TRUE
Wicomico,,President,,Libertarian,Harry Browne/Art Olivier,63,
Wicomico,,President,,Reform,Pat Buchanan/Ezola Foster,134,
Wicomico,,President,,Green,Ralph Nader/Winona LaDuke,762,
Wicomico,,President,,Constitution,Howard Phillips/J. Curtis Frazier,13,
Wicomico,,President,,Democratic,Mike K. Brown,0,
Wicomico,,President,,Republican,Isabell Masters,0,
Wicomico,,President,,Other Candidates,John Hagelin,0,
Wicomico,,President,,Unaffiliated,Alonzo Crawford,0,
Wicomico,,President,,Unaffiliated,Earnest Lee Easton,0,
Wicomico,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Wicomico,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Wicomico,,President,,Unaffiliated,Raj Alison Officewala,0,
Wicomico,,President,,Unaffiliated,Daniel J. Pearlman,0,
Wicomico,,President,,Unaffiliated,Jeffrey Peters,0,
Wicomico,,President,,Unaffiliated,Sylvester J. Pettway,0,
Wicomico,,President,,Unaffiliated,Joe Schriner,0,
Wicomico,,President,,Unaffiliated,Michael F. Sterba,0,
Wicomico,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Wicomico,,President,,,Other Write-ins,16,
Worcester,,President,,Democratic,Al Gore/Joe Lieberman,9389,
Worcester,,President,,Republican,George W. Bush/Dick Cheney,10742,TRUE
Worcester,,President,,Libertarian,Harry Browne/Art Olivier,39,
Worcester,,President,,Reform,Pat Buchanan/Ezola Foster,76,
Worcester,,President,,Green,Ralph Nader/Winona LaDuke,482,
Worcester,,President,,Constitution,Howard Phillips/J. Curtis Frazier,9,
Worcester,,President,,Democratic,Mike K. Brown,0,
Worcester,,President,,Republican,Isabell Masters,0,
Worcester,,President,,Other Candidates,John Hagelin,0,
Worcester,,President,,Unaffiliated,Alonzo Crawford,0,
Worcester,,President,,Unaffiliated,Earnest Lee Easton,0,
Worcester,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Worcester,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Worcester,,President,,Unaffiliated,Raj Alison Officewala,0,
Worcester,,President,,Unaffiliated,Daniel J. Pearlman,0,
Worcester,,President,,Unaffiliated,Jeffrey Peters,0,
Worcester,,President,,Unaffiliated,Sylvester J. Pettway,0,
Worcester,,President,,Unaffiliated,Joe Schriner,0,
Worcester,,President,,Unaffiliated,Michael F. Sterba,0,
Worcester,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Worcester,,President,,,Other Write-ins,16,
Anne Arundel,,President,,Democratic,Al Gore/Joe Lieberman,8287,
Anne Arundel,,President,,Republican,George W. Bush/Dick Cheney,13092,TRUE
Anne Arundel,,President,,Libertarian,Harry Browne/Art Olivier,58,
Anne Arundel,,President,,Reform,Pat Buchanan/Ezola Foster,44,
Anne Arundel,,President,,Green,Ralph Nader/Winona LaDuke,608,
Anne Arundel,,President,,Constitution,Howard Phillips/J. Curtis Frazier,9,
Anne Arundel,,President,,Democratic,Mike K. Brown,0,
Anne Arundel,,President,,Republican,Isabell Masters,0,
Anne Arundel,,President,,Other Candidates,John Hagelin,0,
Anne Arundel,,President,,Unaffiliated,Alonzo Crawford,0,
Anne Arundel,,President,,Unaffiliated,Earnest Lee Easton,0,
Anne Arundel,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Anne Arundel,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Anne Arundel,,President,,Unaffiliated,Raj Alison Officewala,0,
Anne Arundel,,President,,Unaffiliated,Daniel J. Pearlman,0,
Anne Arundel,,President,,Unaffiliated,Jeffrey Peters,0,
Anne Arundel,,President,,Unaffiliated,Sylvester J. Pettway,0,
Anne Arundel,,President,,Unaffiliated,Joe Schriner,0,
Anne Arundel,,President,,Unaffiliated,Michael F. Sterba,0,
Anne Arundel,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Anne Arundel,,President,,,Other Write-ins,10,
Baltimore,,President,,Democratic,Al Gore/Joe Lieberman,67675,
Baltimore,,President,,Republican,George W. Bush/Dick Cheney,83008,TRUE
Baltimore,,President,,Libertarian,Harry Browne/Art Olivier,432,
Baltimore,,President,,Reform,Pat Buchanan/Ezola Foster,399,
Baltimore,,President,,Green,Ralph Nader/Winona LaDuke,4818,
Baltimore,,President,,Constitution,Howard Phillips/J. Curtis Frazier,54,
Baltimore,,President,,Democratic,Mike K. Brown,0,
Baltimore,,President,,Republican,Isabell Masters,0,
Baltimore,,President,,Other Candidates,John Hagelin,7,
Baltimore,,President,,Unaffiliated,Alonzo Crawford,0,
Baltimore,,President,,Unaffiliated,Earnest Lee Easton,0,
Baltimore,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Baltimore,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Baltimore,,President,,Unaffiliated,Raj Alison Officewala,0,
Baltimore,,President,,Unaffiliated,Daniel J. Pearlman,0,
Baltimore,,President,,Unaffiliated,Jeffrey Peters,0,
Baltimore,,President,,Unaffiliated,Sylvester J. Pettway,0,
Baltimore,,President,,Unaffiliated,Joe Schriner,0,
Baltimore,,President,,Unaffiliated,Michael F. Sterba,0,
Baltimore,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Baltimore,,President,,,Other Write-ins,104,
Harford,,President,,Democratic,Al Gore/Joe Lieberman,35665,
Harford,,President,,Republican,George W. Bush/Dick Cheney,52862,TRUE
Harford,,President,,Libertarian,Harry Browne/Art Olivier,254,
Harford,,President,,Reform,Pat Buchanan/Ezola Foster,214,
Harford,,President,,Green,Ralph Nader/Winona LaDuke,2298,
Harford,,President,,Constitution,Howard Phillips/J. Curtis Frazier,54,
Harford,,President,,Democratic,Mike K. Brown,0,
Harford,,President,,Republican,Isabell Masters,0,
Harford,,President,,Other Candidates,John Hagelin,9,
Harford,,President,,Unaffiliated,Alonzo Crawford,0,
Harford,,President,,Unaffiliated,Earnest Lee Easton,0,
Harford,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Harford,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Harford,,President,,Unaffiliated,Raj Alison Officewala,0,
Harford,,President,,Unaffiliated,Daniel J. Pearlman,0,
Harford,,President,,Unaffiliated,Jeffrey Peters,0,
Harford,,President,,Unaffiliated,Sylvester J. Pettway,0,
Harford,,President,,Unaffiliated,Joe Schriner,0,
Harford,,President,,Unaffiliated,Michael F. Sterba,0,
Harford,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Harford,,President,,,Other Write-ins,68,
Anne Arundel,,President,,Democratic,Al Gore/Joe Lieberman,10904,TRUE
Anne Arundel,,President,,Republican,George W. Bush/Dick Cheney,9773,
Anne Arundel,,President,,Libertarian,Harry Browne/Art Olivier,62,
Anne Arundel,,President,,Reform,Pat Buchanan/Ezola Foster,59,
Anne Arundel,,President,,Green,Ralph Nader/Winona LaDuke,478,
Anne Arundel,,President,,Constitution,Howard Phillips/J. Curtis Frazier,12,
Anne Arundel,,President,,Democratic,Mike K. Brown,0,
Anne Arundel,,President,,Republican,Isabell Masters,0,
Anne Arundel,,President,,Other Candidates,John Hagelin,0,
Anne Arundel,,President,,Unaffiliated,Alonzo Crawford,0,
Anne Arundel,,President,,Unaffiliated,Earnest Lee Easton,0,
Anne Arundel,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Anne Arundel,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Anne Arundel,,President,,Unaffiliated,Raj Alison Officewala,0,
Anne Arundel,,President,,Unaffiliated,Daniel J. Pearlman,0,
Anne Arundel,,President,,Unaffiliated,Jeffrey Peters,0,
Anne Arundel,,President,,Unaffiliated,Sylvester J. Pettway,0,
Anne Arundel,,President,,Unaffiliated,Joe Schriner,0,
Anne Arundel,,President,,Unaffiliated,Michael F. Sterba,0,
Anne Arundel,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Anne Arundel,,President,,,Other Write-ins,18,
Baltimore City,,President,,Democratic,Al Gore/Joe Lieberman,52271,TRUE
Baltimore City,,President,,Republican,George W. Bush/Dick Cheney,19557,
Baltimore City,,President,,Libertarian,Harry Browne/Art Olivier,229,
Baltimore City,,President,,Reform,Pat Buchanan/Ezola Foster,176,
Baltimore City,,President,,Green,Ralph Nader/Winona LaDuke,2957,
Baltimore City,,President,,Constitution,Howard Phillips/J. Curtis Frazier,30,
Baltimore City,,President,,Democratic,Mike K. Brown,0,
Baltimore City,,President,,Republican,Isabell Masters,0,
Baltimore City,,President,,Other Candidates,John Hagelin,0,
Baltimore City,,President,,Unaffiliated,Alonzo Crawford,0,
Baltimore City,,President,,Unaffiliated,Earnest Lee Easton,0,
Baltimore City,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Baltimore City,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Baltimore City,,President,,Unaffiliated,Raj Alison Officewala,0,
Baltimore City,,President,,Unaffiliated,Daniel J. Pearlman,0,
Baltimore City,,President,,Unaffiliated,Jeffrey Peters,0,
Baltimore City,,President,,Unaffiliated,Sylvester J. Pettway,0,
Baltimore City,,President,,Unaffiliated,Joe Schriner,0,
Baltimore City,,President,,Unaffiliated,Michael F. Sterba,0,
Baltimore City,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Baltimore City,,President,,,Other Write-ins,0,
Baltimore,,President,,Democratic,Al Gore/Joe Lieberman,57269,TRUE
Baltimore,,President,,Republican,George W. Bush/Dick Cheney,33780,
Baltimore,,President,,Libertarian,Harry Browne/Art Olivier,261,
Baltimore,,President,,Reform,Pat Buchanan/Ezola Foster,168,
Baltimore,,President,,Green,Ralph Nader/Winona LaDuke,2313,
Baltimore,,President,,Constitution,Howard Phillips/J. Curtis Frazier,36,
Baltimore,,President,,Democratic,Mike K. Brown,3,
Baltimore,,President,,Republican,Isabell Masters,0,
Baltimore,,President,,Other Candidates,John Hagelin,4,
Baltimore,,President,,Unaffiliated,Alonzo Crawford,0,
Baltimore,,President,,Unaffiliated,Earnest Lee Easton,0,
Baltimore,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Baltimore,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Baltimore,,President,,Unaffiliated,Raj Alison Officewala,0,
Baltimore,,President,,Unaffiliated,Daniel J. Pearlman,0,
Baltimore,,President,,Unaffiliated,Jeffrey Peters,0,
Baltimore,,President,,Unaffiliated,Sylvester J. Pettway,0,
Baltimore,,President,,Unaffiliated,Joe Schriner,0,
Baltimore,,President,,Unaffiliated,Michael F. Sterba,0,
Baltimore,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Baltimore,,President,,,Other Write-ins,70,
Howard,,President,,Democratic,Al Gore/Joe Lieberman,29200,TRUE
Howard,,President,,Republican,George W. Bush/Dick Cheney,17140,
Howard,,President,,Libertarian,Harry Browne/Art Olivier,187,
Howard,,President,,Reform,Pat Buchanan/Ezola Foster,75,
Howard,,President,,Green,Ralph Nader/Winona LaDuke,1628,
Howard,,President,,Constitution,Howard Phillips/J. Curtis Frazier,20,
Howard,,President,,Democratic,Mike K. Brown,1,
Howard,,President,,Republican,Isabell Masters,0,
Howard,,President,,Other Candidates,John Hagelin,7,
Howard,,President,,Unaffiliated,Alonzo Crawford,0,
Howard,,President,,Unaffiliated,Earnest Lee Easton,0,
Howard,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Howard,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Howard,,President,,Unaffiliated,Raj Alison Officewala,0,
Howard,,President,,Unaffiliated,Daniel J. Pearlman,0,
Howard,,President,,Unaffiliated,Jeffrey Peters,0,
Howard,,President,,Unaffiliated,Sylvester J. Pettway,0,
Howard,,President,,Unaffiliated,Joe Schriner,0,
Howard,,President,,Unaffiliated,Michael F. Sterba,0,
Howard,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Howard,,President,,,Other Write-ins,51,
Montgomery,,President,,Democratic,Al Gore/Joe Lieberman,48783,TRUE
Montgomery,,President,,Republican,George W. Bush/Dick Cheney,14224,
